location,Bâle,Bâle,Bâle,Bâle
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Wind Speed,Wind Direction,Shortwave Radiation
unit,°C,km/h,°,W/m²
level,2 m elevation corrected,10 m,10 m,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Bâle Temperature [2 m elevation corrected],Bâle Wind Speed [10 m],Bâle Wind Direction [10 m],Bâle Shortwave Radiation
20250313T0700,5.0802455,2.4149535,63.43495,13.0
20250313T0800,5.2802453,0.35999998,270.0,34.0
20250313T0900,5.710245,3.396233,122.00538,51.0
20250313T1000,7.130245,6.8777895,137.1211,210.0
20250313T1100,8.040245,8.766573,199.17902,265.0
20250313T1200,8.780245,9.726664,231.009,382.0
20250313T1300,8.680245,15.807239,239.93141,378.0
20250313T1400,7.9102454,14.917212,250.25317,438.0
20250313T1500,7.170245,13.276144,257.4712,358.0
20250313T1600,6.360245,12.620554,266.7295,241.0
20250313T1700,5.4702454,10.594036,279.7824,87.0
20250313T1800,4.860245,8.654986,286.92752,7.0
20250313T1900,4.3402452,7.0911775,293.9625,0.0
20250313T2000,4.150245,5.4833565,293.1986,0.0
20250313T2100,3.7902455,4.379589,279.46234,0.0
20250313T2200,3.1702452,5.506941,281.30994,0.0
20250313T2300,2.8702455,4.6800003,292.61987,0.0
20250314T0000,3.0102453,4.3349743,265.23636,0.0
20250314T0100,3.3402452,4.2136917,289.98312,0.0
20250314T0200,3.0102453,4.1046314,322.12503,0.0
20250314T0300,2.8502455,5.0911684,351.8699,0.0
20250314T0400,2.5902452,5.1544156,12.094757,0.0
20250314T0500,2.2902455,4.5536795,18.434952,0.0
20250314T0600,1.6402454,4.452954,14.03624,1.0
20250314T0700,2.6402454,6.162207,6.7098236,41.0
20250314T0800,3.7802453,9.693296,21.801407,128.0
20250314T0900,4.920245,11.113451,24.904755,296.0
20250314T1000,5.3202453,10.495713,22.166351,349.0
20250314T1100,6.1202455,10.630672,28.30075,362.0
20250314T1200,6.630245,10.685391,32.619232,375.0
20250314T1300,6.9502454,10.948973,27.407562,376.0
20250314T1400,6.880245,11.620809,16.189209,311.0
20250314T1500,6.4902453,13.363711,4.6354523,182.0
20250314T1600,6.1402454,13.722565,4.513962,132.0
20250314T1700,5.5802455,13.039754,6.340164,60.0
20250314T1800,5.1202455,11.720751,10.619659,6.0
20250314T1900,4.8302455,10.661107,11.689362,0.0
20250314T2000,4.610245,9.178235,11.309921,0.0
20250314T2100,4.0802455,8.557102,14.620865,0.0
20250314T2200,4.2002454,9.178235,11.309921,0.0
20250314T2300,4.0702453,7.771331,13.392487,0.0
20250315T0000,3.8702455,7.42159,14.03624,0.0
20250315T0100,3.9202452,9.793058,17.102722,0.0
20250315T0200,4.0802455,11.043261,19.025604,0.0
20250315T0300,4.0102453,11.165805,20.772247,0.0
20250315T0400,3.9402456,10.587917,17.818878,0.0
20250315T0500,3.8902454,10.137692,16.504364,0.0
20250315T0600,3.7602453,10.739833,13.570435,1.0
20250315T0700,3.9502454,11.874544,14.03624,23.0
20250315T0800,4.380245,12.074766,10.30484,74.0
20250315T0900,4.880245,14.118243,19.358978,136.0
20250315T1000,5.5902452,15.175612,22.306198,269.0
20250315T1100,6.130245,16.179985,20.854446,252.0
20250315T1200,6.420245,15.042659,21.037506,240.0
20250315T1300,6.540245,15.192682,13.706955,257.0
20250315T1400,6.630245,15.978486,14.349319,221.0
20250315T1500,6.8002453,14.917212,19.746826,234.0
20250315T1600,6.860245,14.021525,29.19748,136.0
20250315T1700,6.7002454,13.779114,33.274887,51.0
20250315T1800,6.500245,12.4811535,33.231705,6.0
20250315T1900,6.150245,10.144082,27.474426,0.0
20250315T2000,5.9502454,8.557102,22.249008,0.0
20250315T2100,5.7402453,7.771331,13.392487,0.0
20250315T2200,5.500245,5.8048253,7.125,0.0
20250315T2300,5.400245,7.928178,2.6025543,0.0
20250316T0000,4.9302454,6.849467,356.98724,0.0
20250316T0100,4.960245,9.114471,350.90973,0.0
20250316T0200,4.9102454,7.69592,349.2157,0.0
20250316T0300,4.690245,6.162207,353.29016,0.0
20250316T0400,4.6402454,6.849467,356.98724,0.0
20250316T0500,4.5802455,6.489992,356.8202,0.0
20250316T0600,4.4602456,6.489992,356.8202,1.0
20250316T0700,4.4102454,6.8399997,360.0,14.0
20250316T0800,4.380245,7.9526596,5.194412,52.0
20250316T0900,4.5802455,8.707238,7.125,115.0
20250316T1000,4.900245,9.3876505,4.398697,151.0
20250316T1100,5.150245,7.9526596,5.194412,209.0
20250316T1200,5.3102455,7.928178,2.6025543,224.0
20250316T1300,5.3002453,7.92,360.0,251.0
20250316T1400,4.9902453,7.5942073,354.5597,181.0
20250316T1500,4.750245,6.162207,353.29016,92.0
20250316T1600,4.7202454,6.5693827,350.5377,54.0
20250316T1700,4.5402455,5.2416787,344.0546,25.0
20250316T1800,4.400245,4.198285,329.03625,3.0
20250316T1900,4.2102456,2.8116899,320.19443,0.0
20250316T2000,4.1902456,3.563818,315.0,0.0
20250316T2100,4.2902455,2.4149535,296.56506,0.0
20250316T2200,4.360245,2.52,270.0,0.0
20250316T2300,4.2702456,1.1384199,288.43497,0.0
20250317T0000,4.4502454,0.71999997,360.0,0.0
20250317T0100,4.4902453,1.484318,345.96375,0.0
20250317T0200,4.3402452,2.4149535,26.565033,0.0
20250317T0300,3.9102454,2.0364676,44.999985,0.0
20250317T0400,3.9402456,3.6,36.86989,0.0
20250317T0500,3.0502453,4.510787,28.610443,0.0
20250317T0600,3.0402455,5.0142193,21.037506,2.0
20250317T0700,3.4102454,8.049845,26.565033,68.0
20250317T0800,4.4902453,8.287822,34.380325,178.0
20250317T0900,5.9902453,10.703569,42.27368,322.0
20250317T1000,7.290245,11.304229,52.76516,432.0
20250317T1100,8.330246,13.089354,58.495735,525.0
20250317T1200,9.280245,13.891522,58.781593,593.0
20250317T1300,9.830245,15.379206,57.425934,607.0
20250317T1400,10.3102455,16.375053,56.659294,564.0
20250317T1500,10.180245,14.693999,59.036255,415.0
20250317T1600,9.780245,13.584932,57.994614,290.0
20250317T1700,8.580245,11.525623,51.34018,131.0
20250317T1800,6.9502454,9.686609,48.01277,15.0
20250317T1900,5.790245,9.957108,49.398697,0.0
20250317T2000,4.880245,10.685391,57.380745,0.0
20250317T2100,4.3002453,11.592895,64.23067,0.0
20250317T2200,3.8002453,10.966713,66.8014,0.0
20250317T2300,3.0702453,11.384199,71.56504,0.0
20250318T0000,2.2502456,9.504273,65.37643,0.0
20250318T0100,1.3002454,7.0911775,66.037506,0.0
20250318T0200,0.3202454,5.634891,63.43495,0.0
20250318T0300,-0.49975455,5.95906,64.98311,0.0
20250318T0400,-0.88975465,6.489992,70.55996,0.0
20250318T0500,-1.3397546,5.0911684,81.869896,0.0
20250318T0600,-1.2597545,4.1046314,74.74488,4.0
20250318T0700,1.3002454,4.73506,81.25384,102.0
20250318T0800,3.2302456,6.5693827,80.537674,274.0
20250318T0900,4.730245,7.9526596,84.805565,439.0
20250318T1000,6.690245,7.208994,87.137596,552.0
20250318T1100,8.110246,6.924738,98.97262,661.0
20250318T1200,9.380245,6.725354,105.5241,696.0
20250318T1300,10.390245,6.725354,105.5241,675.0
20250318T1400,11.220245,6.379216,106.38954,598.0
20250318T1500,11.700245,6.0347,107.35402,473.0
20250318T1600,11.650246,5.937272,104.03624,316.0
20250318T1700,10.200245,5.7599998,89.99999,144.0
20250318T1800,9.230246,6.8399997,89.99999,17.0
20250318T1900,5.360245,6.162207,96.70984,0.0
20250318T2000,4.0202456,4.802999,102.99461,0.0
20250318T2100,2.6102452,4.6800003,112.61986,0.0
20250318T2200,1.7302454,4.3349743,131.63353,0.0
20250318T2300,1.0602454,4.6102495,141.34018,0.0
20250319T0000,0.64024544,4.3349743,131.63353,0.0
20250319T0100,0.1202454,4.072935,135.0,0.0
20250319T0200,-0.5997546,4.0249224,153.43495,0.0
20250319T0300,-1.0297546,4.39436,145.00798,0.0
20250319T0400,-1.4797546,4.5820518,135.0,0.0
20250319T0500,-1.5497545,4.8433046,131.98721,0.0
20250319T0600,-1.2797546,5.1165614,129.2894,5.0
20250319T0700,1.5302454,5.904439,127.56859,105.0
20250319T0800,4.790245,4.3349743,131.63353,273.0
20250319T0900,8.200246,3.8268526,131.18591,438.0
20250319T1000,10.830245,3.8268526,138.81407,571.0
20250319T1100,13.090245,3.0547013,135.0,658.0
20250319T1200,14.790245,3.319036,139.3987,693.0
20250319T1300,15.900246,3.563818,135.0,671.0
20250319T1400,16.490246,2.8116899,129.80557,596.0
20250319T1500,16.630245,2.5959969,123.69006,473.0
20250319T1600,16.460245,2.2768397,108.434944,316.0
20250319T1700,14.870245,3.2599385,83.65981,146.0
20250319T1800,12.770246,5.7599998,89.99999,18.0
20250319T1900,9.130245,5.8048253,97.125015,0.0
20250319T2000,6.1602454,3.4152596,108.434944,0.0
20250319T2100,5.3902454,4.39436,124.99202,0.0
20250319T2200,4.940245,5.3517847,132.27368,0.0
20250319T2300,3.7502456,5.1165614,140.71059,0.0
20250320T0000,2.9902453,4.510787,151.38954,0.0
20250320T0100,2.5202456,4.6938257,147.52881,0.0
20250320T0200,2.1502454,4.8433046,138.01279,0.0
20250320T0300,2.2402453,4.8433046,138.01279,0.0
20250320T0400,2.3702455,5.1165614,140.71059,0.0
20250320T0500,3.0502453,5.1165614,140.71059,0.0
20250320T0600,3.6802454,5.6233797,140.19443,4.0
20250320T0700,5.3002453,6.1305785,139.76364,104.0
20250320T0800,7.770245,4.8965297,143.97263,267.0
20250320T0900,11.400246,4.6102495,141.34018,417.0
20250320T1000,14.210245,4.39436,124.99202,527.0
20250320T1100,16.260246,4.3349743,138.36646,646.0
20250320T1200,17.830246,6.696387,143.74615,681.0
20250320T1300,19.090246,7.4128532,150.94539,649.0
20250320T1400,19.900246,6.6087217,150.64224,556.0
20250320T1500,19.890245,6.1094027,135.0,420.0
20250320T1600,19.090246,4.198285,120.96376,258.0
20250320T1700,16.740246,5.815978,111.80141,114.0
20250320T1800,14.080245,6.725354,105.5241,11.0
20250320T1900,11.260245,4.39436,124.99202,0.0
20250320T2000,9.580245,3.6,126.869896,0.0
20250320T2100,8.700245,4.198285,120.96376,0.0
20250320T2200,7.3502455,4.510787,118.61046,0.0
20250320T2300,6.8402452,5.495161,121.6075,0.0
20250321T0000,6.5902452,5.692099,124.69515,0.0
20250321T0100,6.270245,5.991594,122.73523,0.0
20250321T0200,6.0702453,5.1919937,123.69006,0.0
20250321T0300,5.7602453,5.692099,124.69515,0.0
20250321T0400,5.5602455,6.989936,124.508514,0.0
20250321T0500,5.790245,7.10031,120.465546,0.0
20250321T0600,6.400245,6.9247384,117.89726,5.0
20250321T0700,7.6202455,6.792466,122.00538,57.0
20250321T0800,9.5602455,6.297428,120.963745,151.0
20250321T0900,11.600245,6.763786,115.20112,287.0
20250321T1000,13.590245,5.7599998,89.99999,391.0
20250321T1100,15.720245,6.489992,109.44003,470.0
20250321T1200,17.560246,6.9247384,117.89726,571.0
20250321T1300,18.590246,8.759178,99.46232,546.0
20250321T1400,19.010244,11.570515,95.35582,446.0
20250321T1500,19.070246,12.015589,98.61565,297.0
20250321T1600,18.430244,9.531505,100.88553,199.0
20250321T1700,16.800245,9.9571085,102.52881,68.0
20250321T1800,15.130245,9.531505,100.88553,10.0
20250321T1900,14.110246,9.114471,99.09027,0.0
20250321T2000,13.220245,7.5170207,106.69924,0.0
20250321T2100,12.510245,6.9899354,101.88866,0.0
20250321T2200,11.550245,5.154415,65.224846,0.0
20250321T2300,11.230246,2.7416782,113.19859,0.0
20250322T0000,11.240245,5.4477882,172.40535,0.0
20250322T0100,11.260245,5.506941,168.69006,0.0
20250322T0200,10.890245,6.924738,171.02737,0.0
20250322T0300,10.580245,5.4477882,172.40535,0.0
20250322T0400,9.790245,5.8048253,187.12502,0.0
20250322T0500,9.250245,3.96,180.0,0.0
20250322T0600,9.700245,1.609969,153.43495,7.0
20250322T0700,11.300245,5.04,89.99999,85.0
20250322T0800,14.520246,5.0911684,98.1301,228.0
20250322T0900,16.490246,4.73506,98.74616,404.0
20250322T1000,18.090246,4.5536795,108.434944,500.0
20250322T1100,19.150246,4.1046314,105.25512,599.0
20250322T1200,19.440245,3.563818,135.0,510.0
20250322T1300,19.870245,3.7064266,150.94539,520.0
20250322T1400,19.830246,5.506941,101.30993,436.0
20250322T1500,20.020245,9.255571,76.504265,389.0
20250322T1600,19.410246,6.618519,44.999985,279.0
20250322T1700,17.390245,6.28713,13.240509,132.0
20250322T1800,14.720245,6.6185193,22.380127,18.0
20250322T1900,13.590245,6.792466,32.005356,0.0
20250322T2000,12.480246,5.8603754,42.510437,0.0
20250322T2100,11.860246,5.634891,63.43495,0.0
20250322T2200,11.290245,4.1046314,217.87498,0.0
20250322T2300,10.830245,7.42159,255.96376,0.0
20250323T0000,10.780245,8.350138,277.4314,0.0
20250323T0100,10.180245,5.904439,232.43141,0.0
20250323T0200,9.940246,6.3690495,227.29062,0.0
20250323T0300,10.230246,6.489992,236.30994,0.0
20250323T0400,10.460245,6.9153743,231.3402,0.0
20250323T0500,10.460245,5.6002855,225.0,0.0
20250323T0600,9.900246,4.2136917,199.98311,2.0
20250323T0700,9.820246,3.9763298,185.19443,23.0
20250323T0800,10.390245,4.1046314,164.74487,45.0
20250323T0900,11.520246,6.725354,195.52411,144.0
20250323T1000,12.190246,6.519877,173.6598,280.0
20250323T1100,13.430245,8.854829,206.56505,424.0
20250323T1200,14.400246,10.514218,218.04704,335.0
20250323T1300,15.0602455,9.422101,226.54816,396.0
20250323T1400,15.570246,5.692099,235.30484,364.0
20250323T1500,15.790245,1.484318,194.03624,299.0
20250323T1600,15.630245,2.6208394,105.9454,220.0
20250323T1700,15.150246,4.1046314,74.74488,91.0
20250323T1800,14.230246,2.52,270.0,16.0
20250323T1900,12.040245,7.072878,255.25644,0.0
20250323T2000,10.670245,5.8048253,262.875,0.0
20250323T2100,9.270246,3.8773184,291.8014,0.0
20250323T2200,10.380245,5.937272,345.96375,0.0
20250323T2300,9.230246,4.5536795,341.56506,0.0
20250324T0000,8.170245,1.2979984,146.30994,0.0
20250324T0100,8.140245,1.4399999,180.0,0.0
20250324T0200,7.770245,0.8049845,333.43497,0.0
20250324T0300,7.7202454,0.8049845,26.565033,0.0
20250324T0400,7.360245,1.0182338,44.999985,0.0
20250324T0500,7.2002454,1.2979984,56.30993,0.0
20250324T0600,7.690245,0.8049845,116.56505,7.0
20250324T0700,8.630245,0.35999998,89.99999,56.0
20250324T0800,10.130245,2.3051248,38.659805,125.0
20250324T0900,11.470245,4.0249224,26.565033,255.0
20250324T1000,12.870245,2.0991426,59.036232,388.0
20250324T1100,13.8102455,3.319036,12.528809,547.0
20250324T1200,14.660245,5.04,360.0,593.0
20250324T1300,15.020246,6.2145634,349.992,538.0
20250324T1400,14.650246,8.089993,339.14557,371.0
20250324T1500,14.420245,8.350138,7.431381,294.0
20250324T1600,14.540245,7.289445,32.905228,201.0
20250324T1700,13.680245,3.396233,302.00537,86.0
20250324T1800,12.480246,6.9899354,11.888657,16.0
20250324T1900,11.490245,5.0142193,21.037506,0.0
20250324T2000,12.070246,1.5273507,44.999985,0.0
20250324T2100,11.610246,0.35999998,270.0,0.0
20250324T2200,9.640245,6.725354,74.47588,0.0
20250324T2300,8.650246,4.8433046,138.01279,0.0
20250325T0000,8.400246,3.0758414,159.44395,0.0
20250325T0100,7.7802453,0.8049845,153.43495,0.0
20250325T0200,7.5102453,0.0,180.0,0.0
20250325T0300,7.290245,1.1384199,108.434944,0.0
20250325T0400,6.8302455,1.2979984,146.30994,0.0
20250325T0500,6.230245,1.2979984,123.69006,0.0
20250325T0600,6.3502455,1.9386592,111.80141,10.0
20250325T0700,7.920245,2.9024127,82.874985,125.0
20250325T0800,10.540245,1.0182338,44.999985,240.0
20250325T0900,12.580245,2.6208394,15.945404,400.0
20250325T1000,14.040245,5.8048253,352.875,522.0
20250325T1100,14.990245,7.4128532,330.94543,591.0
20250325T1200,14.960245,8.311245,342.34988,436.0
20250325T1300,15.170245,9.255571,346.50427,577.0
20250325T1400,15.0602455,9.3669195,357.79742,363.0
20250325T1500,15.120245,8.209263,15.255127,327.0
20250325T1600,14.620245,9.028754,4.573929,291.0
20250325T1700,13.490245,5.3517847,340.3462,130.0
20250325T1800,11.790245,7.5942073,354.5597,21.0
20250325T1900,10.770246,4.32,360.0,0.0
20250325T2000,11.380245,1.2979984,236.30994,0.0
20250325T2100,11.500245,3.396233,237.99463,0.0
20250325T2200,10.170245,3.0547013,225.0,0.0
20250325T2300,10.090245,3.096837,215.53769,0.0
20250326T0000,9.460245,3.096837,215.53769,0.0
20250326T0100,9.670245,1.2979984,236.30994,0.0
20250326T0200,9.630245,1.484318,345.96375,0.0
20250326T0300,9.420245,1.8,360.0,0.0
20250326T0400,9.190246,2.3051248,38.659805,0.0
20250326T0500,7.9902453,4.379589,9.462311,0.0
20250326T0600,7.650245,3.671294,11.309921,9.0
20250326T0700,9.150246,3.8773184,338.1986,81.0
20250326T0800,10.280245,5.5887027,345.0686,176.0
20250326T0900,11.280245,7.2359104,354.28943,260.0
20250326T1000,11.970245,6.489992,3.1798248,324.0
20250326T1100,12.530245,9.007196,357.7094,339.0
20250326T1200,12.300245,9.3876505,4.398697,337.0
20250326T1300,11.840245,10.594036,9.782394,284.0
20250326T1400,11.380245,11.440978,12.724335,300.0
20250326T1500,11.040245,11.620809,16.189209,174.0
20250326T1600,10.640245,10.661107,11.689362,113.0
20250326T1700,10.120245,10.1376915,6.1154785,62.0
20250326T1800,9.690246,9.3669195,2.202591,10.0
20250326T1900,9.400246,9.3876505,4.398697,0.0
20250326T2000,9.150246,9.3669195,2.202591,0.0
20250326T2100,8.950245,9.726665,2.1210938,0.0
20250326T2200,8.730246,7.2359104,354.28943,0.0
20250326T2300,8.580245,7.208994,357.13757,0.0
20250327T0000,8.400246,8.287822,2.4895477,0.0
20250327T0100,8.140245,8.669949,4.7636414,0.0
20250327T0200,7.7002454,8.350138,7.431381,0.0
20250327T0300,7.2602453,6.924738,8.972626,0.0
20250327T0400,6.920245,6.924738,8.972626,0.0
20250327T0500,6.7402453,7.342588,11.309921,0.0
20250327T0600,6.9302454,7.42159,14.03624,8.0
20250327T0700,7.940245,8.766573,19.179016,81.0
20250327T0800,9.180245,11.592894,36.158173,193.0
20250327T0900,10.270246,13.004922,48.366455,327.0
20250327T1000,11.160245,11.808878,52.431404,302.0
20250327T1100,12.120245,12.88981,54.09027,407.0
20250327T1200,12.710245,14.4,53.130096,444.0
20250327T1300,13.300245,13.684735,54.637527,497.0
20250327T1400,13.710245,13.684735,54.637527,535.0
20250327T1500,13.890245,13.479583,55.885513,461.0
20250327T1600,13.550245,12.413477,60.46122,272.0
20250327T1700,12.430245,9.178235,64.440025,170.0
20250327T1800,9.650246,6.297428,59.036255,32.0
20250327T1900,8.390245,7.0911775,66.037506,0.0
20250327T2000,7.6602454,7.628263,70.70995,0.0
20250327T2100,6.6002455,8.217153,61.18921,0.0
20250327T2200,5.730245,9.957108,49.398697,0.0
20250327T2300,5.8702455,7.42159,50.906143,0.0
20250328T0000,4.900245,6.1305785,49.76364,0.0
20250328T0100,4.3902454,4.510787,28.610443,0.0
20250328T0200,4.1902456,3.563818,44.999985,0.0
20250328T0300,4.0802455,3.8773184,68.19859,0.0
20250328T0400,4.0202456,4.32,89.99999,0.0
20250328T0500,3.0802455,2.9024127,119.74488,0.0
20250328T0600,2.9502454,2.3051248,141.34018,20.0
20250328T0700,5.610245,2.0991426,149.03624,147.0
20250328T0800,8.010245,1.484318,104.03624,321.0
20250328T0900,9.770246,1.2979984,56.30993,470.0
20250328T1000,11.190246,1.8,360.0,592.0
20250328T1100,12.080245,1.835647,11.309921,648.0
20250328T1200,13.300245,2.2768397,18.434952,668.0
20250328T1300,14.020246,1.835647,11.309921,660.0
20250328T1400,14.530245,1.609969,296.56506,559.0
20250328T1500,14.870245,3.219938,243.43495,408.0
20250328T1600,14.720245,3.6,216.8699,203.0
20250328T1700,14.020246,3.396233,212.00539,79.0
20250328T1800,14.000245,6.9247384,207.89728,18.0
20250328T1900,11.020246,6.763786,205.20113,0.0
20250328T2000,10.180245,5.991594,212.73523,0.0
20250328T2100,9.740245,7.2,233.1301,0.0
20250328T2200,9.640245,7.771331,256.6075,0.0
20250328T2300,9.500245,7.5599995,270.0,0.0
20250329T0000,9.260245,7.9526596,264.80557,0.0
20250329T0100,8.850245,7.2359104,264.28943,0.0
20250329T0200,8.630245,7.172949,252.47443,0.0
20250329T0300,8.380245,5.4833565,246.8014,0.0
20250329T0400,8.300245,4.802999,257.00537,0.0
20250329T0500,8.240246,5.0142193,291.0375,0.0
20250329T0600,8.410246,5.3517847,317.72632,7.0
20250329T0700,8.540245,8.699793,335.55603,44.0
20250329T0800,8.390245,14.417988,357.13757,71.0
20250329T0900,8.490246,15.124284,358.63608,97.0
20250329T1000,9.200245,12.324414,6.7098236,136.0
20250329T1100,10.080245,12.24,360.0,216.0
20250329T1200,10.600245,14.044615,1.4687958,202.0
20250329T1300,10.990245,15.876775,3.9004822,233.0
20250329T1400,11.320246,14.830076,354.4278,237.0
20250329T1500,11.190246,15.328561,350.5377,206.0
20250329T1600,11.120245,14.512064,352.875,200.0
20250329T1700,10.910245,11.542478,356.42368,88.0
20250329T1800,10.540245,7.208994,357.13757,20.0
20250329T1900,9.580245,6.28713,346.7595,0.0
20250329T2000,8.260245,6.618519,315.0,0.0
20250329T2100,7.1202455,6.297428,300.96375,0.0
20250329T2200,6.110245,6.618519,315.0,0.0
20250329T2300,5.250245,7.729527,332.24146,0.0
20250330T0000,5.920245,5.0911684,315.0,0.0
20250330T0100,5.650245,2.1897945,260.5377,0.0
20250330T0200,5.250245,3.6179552,275.7106,0.0
20250330T0300,5.0602455,2.5455842,261.8699,0.0
20250330T0400,4.7002454,1.609969,243.43495,0.0
20250330T0500,3.1802454,2.8116899,219.80557,0.0
20250330T0600,2.7402453,2.0991426,210.96376,25.0
20250330T0700,5.7802453,3.7064266,209.05461,159.0
20250330T0800,8.8102455,5.1165614,230.7106,338.0
20250330T0900,11.160245,8.825508,258.23172,510.0
20250330T1000,12.760245,9.793058,252.89728,646.0
20250330T1100,13.940246,11.966954,254.29138,724.0
20250330T1200,14.540245,13.441071,262.30396,571.0
20250330T1300,14.530245,14.494192,255.61862,390.0
20250330T1400,14.380245,15.517629,273.9909,280.0
20250330T1500,13.750245,14.404499,268.5679,171.0
20250330T1600,13.110246,14.044615,268.5312,72.0
20250330T1700,12.5602455,12.605142,271.6366,38.0
20250330T1800,11.890245,12.979984,273.17984,7.0
20250330T1900,10.860246,12.015589,278.61566,0.0
20250330T2000,9.980246,10.538843,277.85333,0.0
20250330T2100,9.570246,8.669949,274.76364,0.0
20250330T2200,9.530245,8.4042845,279.8658,0.0
20250330T2300,8.970245,8.225035,293.1986,0.0
20250331T0000,8.660245,7.10031,300.46555,0.0
20250331T0100,8.510245,6.6185193,292.38013,0.0
20250331T0200,7.750245,7.0911775,293.9625,0.0
20250331T0300,7.3402452,8.473393,282.26477,0.0
20250331T0400,7.4702454,9.028754,274.5739,0.0
20250331T0500,7.3402452,8.287822,267.51044,0.0
20250331T0600,7.3902454,5.937272,255.96376,16.0
20250331T0700,8.410246,5.0142193,291.0375,148.0
20250331T0800,9.5602455,9.779817,353.65985,284.0
20250331T0900,10.120245,11.570515,5.3558044,399.0
20250331T1000,10.570246,7.968939,18.434952,456.0
20250331T1100,11.050245,9.9571085,12.528793,502.0
20250331T1200,11.370245,12.849528,11.309921,511.0
20250331T1300,11.610246,13.556282,10.713104,467.0
